DISTRICT_N,County #,Locale,Labor Force Diff,Employed Diff,Unemployed Level Diff,Unemployed Rate Diff,Median Age 10,Median Age Male 10,Median Age Female 10,# of Households 10,Avg Household Size 10,# of Families 10,Avg Family Size 10,# of Housing Units 10,County Population,CARES ESSER I 20,CRRSA ESSER II 21,ARP ESSER III 21,ESSER-SUPP 22,ESSER-SUPP 23,% County Infected 09/28/20,% County Deaths 09/28/20,% County Infected 10/30/20,% County Deaths 10/30/20,% County Infected 01/29/21,% County Deaths 01/29/21,% County Infected 07/28/2021,% County Deaths 07/28/2021,% County Infected 01/29/2022,% County Deaths 01/29/2022,% County Infected 07/29/2022,% County Deaths 07/29/2022,% County Infected 10/30/2022,% County Deaths 10/30/2022,% On Campus 09/28/20,% On Campus 10/30/20,% On Campus 01/29/21,% White Pop 10,% Black Pop 10,% Asian Pop 10,% Hispanic Pop 10,% Male Pop 10,% Female Pop 10,% Age 0-4 Pop 10,% Age 5-9 Pop 10,% Age 10-14 Pop 10,% Age 15-19 Pop 10,% Age 20-24 Pop 10,% Age 25-34 Pop 10,% Age 35-44 Pop 10,% Age 45-54 Pop 10,% Age 55-64 Pop 10,% Age 65-74 Pop 10,% Age 75-84 Pop 10,% Age 85-Up Pop 10,% HH 1 Male 10,% HH 1 Female 10,% HH Married-Child 10,% HH Married-noChild 10,% HH Male-Child 10,% HH Female-Child 10,% Housing Vacant 10,% Housing Owner Occup 10,% Housing Renter Occup 10,% Free or Reduced Lunch Diff 2019-2021,% Asian or Asian/Pacific Islander Students Diff 2019-2021,% Hispanic Students Diff 2019-2021,% Black or African American Students Diff 2019-2021,% White Students Diff 2019-2021,% Grades 1-8 Diff 2019-2021,% Grades 9-12 Diff 2019-2021,% Prek Diff 2019-2021,% K Diff 2019-2021,% ADA Diff 2019-2021,Total Public Schools Diff 2021-2022,Total Students Diff 2021-2022,% Total Operational Public Schools Diff 2021-2022,% School-wide Title I Diff 2021-2022,% Title I Eligible School Diff 2021-2022,Teachers:Students Diff 2021-2022,Staff:Students Diff 2021-2022,% Free or Reduced Lunch Diff 2021-2022,% Asian or Asian/Pacific Islander Students Diff 2021-2022,% Hispanic Students Diff 2021-2022,% Black or African American Students Diff 2021-2022,% White Students Diff 2021-2022,% Grades 1-8 Diff 2021-2022,% Grades 9-12 Diff 2021-2022,% Prek Diff 2021-2022,% K Diff 2021-2022,% ADA Diff 2021-2022,% Students Tested Math - Grade 3 Diff 2019-2021,% Students Tested Reading - Grade 3 Diff 2019-2021,% Students Tested Math - Grade 4 Diff 2019-2021,% Students Tested Reading - Grade 4 Diff 2019-2021,% Students Tested Math - Grade 5 Diff 2019-2021,% Students Tested Reading - Grade 5 Diff 2019-2021,% Students Tested Math - Grade 6 Diff 2019-2021,% Students Tested Reading - Grade 6 Diff 2019-2021,% Students Tested Math - Grade 7 Diff 2019-2021,% Students Tested Reading - Grade 7 Diff 2019-2021,% Students Tested Math - Grade 8 Diff 2019-2021,% Students Tested Reading - Grade 8 Diff 2019-2021,% Students Tested Math - Grade 3 Diff 2021-2022,% Students Tested Reading - Grade 3 Diff 2021-2022,% Students Tested Math - Grade 4 Diff 2021-2022,% Students Tested Reading - Grade 4 Diff 2021-2022,% Students Tested Math - Grade 5 Diff 2021-2022,% Students Tested Reading - Grade 5 Diff 2021-2022,% Students Tested Math - Grade 6 Diff 2021-2022,% Students Tested Reading - Grade 6 Diff 2021-2022,% Students Tested Math - Grade 7 Diff 2021-2022,% Students Tested Reading - Grade 7 Diff 2021-2022,% Students Tested Math - Grade 8 Diff 2021-2022,% Students Tested Reading - Grade 8 Diff 2021-2022,% Total Operational Public Schools Diff 2019-2022,% School-wide Title I Diff 2019-2022,% Title I Eligible School Diff 2019-2022,Teachers:Students Diff 2019-2022,Staff:Students Diff 2019-2022,% Free or Reduced Lunch Diff 2019-2022,% Asian or Asian/Pacific Islander Students Diff 2019-2022,% Hispanic Students Diff 2019-2022,% Black or African American Students Diff 2019-2022,% White Students Diff 2019-2022,% Grades 1-8 Diff 2019-2022,% Grades 9-12 Diff 2019-2022,% Prek Diff 2019-2022,% K Diff 2019-2022,% ADA Diff 2019-2022,% Students Tested Math - Grade 3 Diff 2019-2022,% Students Tested Reading - Grade 3 Diff 2019-2022,% Students Tested Math - Grade 4 Diff 2019-2022,% Students Tested Reading - Grade 4 Diff 2019-2022,% Students Tested Math - Grade 5 Diff 2019-2022,% Students Tested Reading - Grade 5 Diff 2019-2022,% Students Tested Math - Grade 6 Diff 2019-2022,% Students Tested Reading - Grade 6 Diff 2019-2022,% Students Tested Math - Grade 7 Diff 2019-2022,% Students Tested Reading - Grade 7 Diff 2019-2022,% Students Tested Math - Grade 8 Diff 2019-2022,% Students Tested Reading - Grade 8 Diff 2019-2022,AVG_Math_2022,AVG_Reading_2022,AVG_Math_2019,AVG_Reading_2019,AVG_Math_2021,AVG_Reading_2021,Label_Math (19-22),Label_Reading (19-22),Label_All (19-22),Label_Math (19-21),Label_Reading (19-21),Label_All (19-21),Label_Math (21-22),Label_Reading (21-22),Label_All (21-22)
244903,48487,33-Town: Remote,0.000408914,0.032829941,-0.459627329,-0.454545455,38.16666667,36.875,39.25833333,5289,2.461666667,3498,3.051666667,6318,12769,368057,1495398,3359536,0,0,0.014723158,0.000156629,0.029054742,0.000469888,0.138851907,0.003915733,0.151382254,0.004385621,0.261727622,0.006186859,0.291095622,0.006891691,0.310752604,0.00704832,0.880062305,0.874276696,0.962825279,0.782046546,0.080236424,0.007240488,0.259179904,0.4976727,0.5023273,0.071296638,0.071074991,0.065312154,0.077946066,0.065386036,0.117990395,0.109124492,0.142814924,0.123309937,0.080310307,0.051126709,0.024307351,0.138589525,0.160332766,0.195689166,0.281149556,0.033654755,0.095103044,0.162867996,0.529439696,0.307692308,-0.080114451,0.396362458,0.074681939,-0.195917388,-0.110726135,-0.07992294,0.113685566,0.077927397,0.205492769,-0.023301628,0.2,-0.014744602,0,-0.166666667,-0.166666667,-0.030546988,0.012801911,-0.872487501,5.527906056,-0.855173171,3.080574614,0.746611995,-0.49251737,-0.872716083,1.139234469,-0.018866916,0.002345901,0.017141609,0.017141609,-0.023145486,-0.023145486,0.03314261,0.03314261,0.014523536,0.014523536,0.040393303,0.033218177,-0.037257824,-0.039884046,-0.035091278,-0.035091278,-0.01239607,-0.01239607,-0.021584628,-0.021584628,0.004978887,0.013424088,-0.091143637,-0.084832134,0.003289474,0.012168142,0.2,0.25,0.25,0.035415905,-0.773686869,-0.882703095,8.115322945,-0.844357222,2.281119092,0.5532164,-0.533076874,-0.858245739,1.305939443,0.182748839,-0.02101039,-0.01855119,-0.01855119,-0.035254642,-0.035254642,0.010842612,0.010842612,0.019574734,0.028142589,-0.054431926,-0.054431926,-0.034090909,-0.02820122,0.833090569,0.866253102,0.839318155,0.86817273,0.821350142,0.876698261,0,0,0,0,1,0,0,-1,-1
235902,48469,13-City: Small,0.027755302,0.059882122,-0.442145594,-0.453125,36.41384615,35.11230769,37.55846154,32187,2.629846154,22680,3.125076923,35417,92084,2910099,12645599,28409395,0,0,0.043938143,0.001053386,0.046598758,0.001096825,0.079460058,0.001759263,0.10483906,0.002552018,0.189153382,0.00402893,0.22393684,0.004485035,0.238716824,0.004593632,0.673109934,0.71175476,0.688862258,0.79514477,0.063518947,0.010357978,0.439125275,0.487931054,0.512068946,0.075213439,0.074003664,0.073554319,0.070616294,0.062827647,0.127648543,0.117785997,0.143444748,0.120516632,0.071791504,0.045280149,0.017317065,0.11200174,0.132506913,0.21881505,0.287103489,0.034517041,0.103085096,0.091199142,0.59700144,0.311799418,0.006603463,-0.119068219,0.02413641,-0.061221386,-0.046206034,-0.025388999,0.049010661,-0.00027458,0.026009589,-0.009388021,0.076923077,-0.013205727,0.04,0.090062112,0.090062112,-0.071662311,-0.048497611,-0.98573187,70.34372053,-0.911826067,2.923925477,1.405219463,-0.507429468,-0.799130816,0.548267944,0.021836112,-0.006640454,-0.031202632,-0.040331986,-0.010108312,-0.010647167,-0.033180386,-0.042562401,-0.059715092,-0.055475916,-0.098022898,-0.057278092,-0.021376797,-0.082682537,0.040971785,0.05171953,0.019761121,0.015223763,0.030348108,0.039547645,0.019519932,0.022912943,0.27768049,0.033361098,-0.098493901,0.093743209,0,0.125,0.125,-0.075936794,-0.789277346,-0.985637651,61.84895076,-0.909697865,2.683697322,1.294083811,-0.519935341,-0.789286084,0.547842821,0.048413649,-0.015966134,0.008490726,0.009301593,0.009453057,0.004414506,-0.00383924,-0.004697999,-0.041360795,-0.03383409,0.152438546,-0.025827854,-0.117765214,0.003309747,0.835121966,0.887209475,0.846135766,0.885518023,0.815457203,0.885583309,0,0,0,0,0,0,0,0,0
181907,48361,22-Suburb: Mid-size,0.033105743,0.076673287,-0.407136031,-0.422222222,38.67538462,37.32307692,40.01230769,31031,2.591846154,22547,3.041384615,35313,83396,757886,3287763,7386234,0,0,0.023934002,0.000527603,0.026631973,0.000575567,0.078049307,0.001211089,0.110916591,0.001894575,0.171459063,0.003813133,0.194277903,0.004328745,0.200968871,0.004460646,0.841891569,0.878944889,0.894837021,0.861199702,0.085279275,0.009824407,0.058237716,0.497427814,0.502572186,0.065581583,0.067964368,0.070689297,0.073524201,0.058848687,0.119371433,0.127705072,0.153011474,0.123110573,0.078534159,0.046714811,0.014944341,0.112274822,0.118139925,0.230092488,0.304211917,0.035029487,0.088846637,0.12125846,0.674199303,0.204542237,-0.010105881,0.073654391,0.080558921,0.073654391,-0.008227831,0.009779249,0.014285651,-0.355807365,0.10375685,0.00770924,0,0.006846081,0,0,0,-0.049920734,0.010783505,-0.984295548,10.16598103,-0.939709876,194.190029,-0.325338554,-0.523372364,-0.877180486,1.400234467,0.04737504,-0.00133707,0.011750954,0.018035121,0.011350527,0.011350527,0.044830769,0.040997942,0.050682607,0.050682607,0.003730273,0.000573888,0.06783955,-0.015251989,-0.015127825,-0.015127825,-0.016919413,-0.016919413,0.01010101,0.016949153,0.012961169,0.00623053,0.012520916,0.015714989,0.017566924,0.024319629,0,0,0,-0.005409274,-0.711871463,-0.984454255,10.98840456,-0.934852968,208.5666317,-0.330889555,-0.518711303,-0.875425929,0.546213365,0.156047375,0.006361862,-0.003554638,0.002634463,-0.005760931,-0.005760931,0.055384615,0.058641975,0.064300681,0.057228916,0.016297895,0.016297895,0.086598206,0.008696717,0.858265824,0.897889123,0.86541757,0.888740959,0.849929191,0.899164828,0,1,0,0,1,1,0,0,0
57847,48113,21-Suburb: Large,-0.117686561,-0.046919492,-0.913279097,-0.375,34.43415219,33.43013781,35.30868784,855960,2.813067705,559417,3.368615938,943257,2635516,71121,407319,915076,129710,129710,0.03080042,0.000450766,0.036198604,0.000516787,0.096255913,0.0012434,0.119282903,0.001601963,0.205160583,0.002296325,0.235790638,0.00258659,0.251634595,0.002637434,0,0.486710963,0.5496633,0.535382847,0.22304434,0.050355997,0.382553558,0.494481954,0.505518046,0.081430186,0.077491651,0.07322332,0.071445553,0.07245394,0.16259223,0.144833981,0.134233252,0.094475029,0.049294404,0.027628868,0.010897587,0.130354222,0.149852797,0.234084537,0.202010608,0.032558764,0.110048367,0.092548478,0.483156764,0.424294757,0.221477212,-0.433591946,0.228914714,-0.023538073,-0.273550358,0.010061173,0.074031659,-0.354725002,0.04417227,0.113056107,0,0.024106401,0,0,0,0.107328603,0.234259999,-0.986915095,41.34290142,0.003129093,-0.58280533,2.857742627,-0.663374648,-0.772159091,0.686614522,0.031318401,-0.080817244,-0.231325301,-0.231325301,-0.249822821,-0.26009922,-0.322162805,-0.303030303,-0.224252322,-0.214045116,-0.426012296,-0.432389937,0,0,0.33299285,0.33299285,0.351196748,0.401098901,0.58185107,0.556742323,0.242811891,0.226671477,0.842743222,0.842743222,0,0,0,0,0,0.008623158,-0.778830716,-0.984017087,22.98336039,0.232760102,-0.592625288,1.802455749,-0.659987802,-0.75529165,0.088330182,0.076874075,0.02310198,0.024637877,0.024637877,0.013636965,0.036674169,0.072237493,0.085002225,-0.035891562,-0.035891562,0.057711951,0.045959596,0,0,0.680708963,0.737593826,0.701755107,0.752964013,0.676382455,0.738804038,-1,-1,-1,0,-1,-1,-1,0,0
71809,48141,11-City: Large,-0.015633116,0.009714173,-0.837387626,-0.387096774,33.89415205,31.79610136,35.64327485,256557,3.05214425,196625,3.514775828,270307,839238,58556,268385,602950,0,0,0.028484173,0.000677996,0.056065145,0.001029505,0.134231291,0.002794201,0.164248997,0.003300613,0.226951115,0.004041762,0.062462615,0.000701827,0.06409624,0.000705402,0.439516129,0.451219512,0.463878327,0.820577608,0.031054884,0.010346632,0.822002705,0.484453198,0.515546802,0.080710975,0.082558231,0.084783931,0.086747343,0.077669685,0.133282208,0.130876654,0.127219611,0.093455668,0.055249067,0.035626187,0.01182044,0.094033685,0.104343284,0.293708611,0.214151241,0.032281325,0.138717712,0.050868087,0.598190206,0.350941707,-0.111927531,-0.408835341,-0.001290009,0.034538153,0.385542169,-0.003381949,0,0.096515093,-0.05951077,0.092465622,0,0.365461847,0,0,0,-0.033159299,-0.11023864,-0.978138718,107.7544118,-0.970443155,1.51092437,11.59647059,,,-0.235805627,0.046218487,-0.104771162,-0.334901961,-0.334901961,-0.160079051,-0.160079051,-0.087687688,-0.146546547,-0.146551724,-0.146551724,,,0,0,0.345486111,0.345486111,0.322250639,0.322250639,-0.014025245,0.053973013,0.333333333,0.333333333,,,0,0,0,0,0,0.289830686,-0.674611399,-0.980585597,63.29176471,-0.970481283,1.597647059,16.45294118,,,-0.162049336,-0.016042781,-0.021993271,-0.105119826,-0.105119826,0.110586011,0.110586011,-0.100483092,-0.100483092,0.137931034,0.137931034,0.111111111,0.111111111,0,0,0.71482006,0.759701133,0.753303574,0.782620915,0.579911933,0.620331546,-1,-1,-1,-1,-1,-1,1,1,1
143904,48285,43-Rural: Remote,-0.013541667,0.002059857,-0.34625323,-0.333333333,44.52777778,42.68888889,46.21666667,7808,2.406666667,5408,2.948333333,10344,20154,0,45028,101160,0,0,0.048675201,0.001835864,0.058549171,0.0019351,0.099682445,0.003324402,0.127418875,0.003770964,0.198769475,0.005259502,0.222536469,0.006053389,0.232509675,0.006103007,0.972727273,1,1,0.859834917,0.067538805,0.002907128,0.159736282,0.48881275,0.51118725,0.063697243,0.06364533,0.063956808,0.060530551,0.04230909,0.095208431,0.10751181,0.144629601,0.146238904,0.105383377,0.071068889,0.035819966,0.122054303,0.15625,0.204405738,0.356941598,0.021260246,0.061219262,0.24516628,0.588457077,0.166376643,0.006287171,-1,0.819881054,-0.214953271,-0.055355859,-0.094176851,0,0.76635514,0.059813084,0.044965854,0,0.037383178,0,0,0,-0.061605372,-0.059264083,-1,,-0.319554849,5.265765766,0.043193879,,,-0.036036036,-0.036036036,-0.086426107,-0.083333333,-0.083333333,0.155555556,0.155555556,0.117647059,0.117647059,0.031746032,0.031746032,-0.2,-0.2,-0.266666667,0,0,0,-0.076923077,-0.076923077,-0.076923077,-0.076923077,0.076923077,0.076923077,0.282051282,0.282051282,0.25,0.125,0,,,0.121888495,-0.617924528,-1,7.513513514,0.238329238,3.918918919,-0.014553015,,,0.702702703,0.021621622,-0.045346476,-0.083333333,-0.083333333,0.066666667,0.066666667,0.031674208,0.031674208,0.111111111,0.111111111,0.025641026,0.025641026,-0.083333333,0.125,0.90363884,0.934635814,0.876151983,0.923737878,0.748485348,0.936406624,1,1,1,-1,1,-1,1,0,1
161801,48309,12-City: Mid-size,-0.036066191,-0.020508056,-0.340285955,-0.326530612,34.96121212,33.55575758,36.34,86892,2.666666667,57663,3.182787879,95124,256623,88344,364209,818225,0,0,0.031174135,0.000448128,0.039723641,0.000615689,0.089913998,0.001570397,0.11083574,0.001932796,0.206364979,0.003160278,0.256520265,0.003569438,0.275743016,0.003651271,0.812785388,0.865470852,0.985981308,0.698309111,0.148003882,0.013707611,0.236141265,0.48601994,0.51398006,0.070845359,0.070168493,0.069283032,0.08771168,0.098860821,0.12932407,0.114152044,0.128583348,0.106514946,0.064655649,0.042076405,0.017824151,0.115764397,0.146204484,0.211043594,0.255765778,0.02954242,0.101229112,0.086539675,0.549219966,0.36424036,0.001191482,0,0.033064275,-0.102142501,0.086483024,-0.030686714,0,0.851309889,-0.286995516,-0.03273447,0,-0.134529148,0,0,0,0.139392631,0.131552805,-1,,-0.681013382,-0.864065834,19.65349741,,,-0.063156421,0.001381693,0.009906336,-0.032258065,-0.032258065,-0.068100358,-0.068100358,0.059130435,0.059130435,0,0,0,0,0,0,0.071604938,0.071604938,0.00265252,0.00265252,0.051428571,0.051428571,0,0,0,0,0,0,0,0,0,0.573640785,-0.792934132,-1,,-0.670466321,-0.877950489,21.43967432,,,0.734387783,-0.286010363,-0.023152412,0.037037037,0.037037037,-0.065628476,-0.065628476,0.1136,0.1136,0,0,0,0,0,0,0.418241261,0.430683236,0.415624225,0.435839294,0.411950246,0.43290742,1,-1,0,1,0,0,0,0,0
161914,48309,12-City: Mid-size,-0.036066191,-0.020508056,-0.340285955,-0.326530612,34.96121212,33.55575758,36.34,86892,2.666666667,57663,3.182787879,95124,256623,5141998,22232714,49947648,0,0,0.031174135,0.000448128,0.039723641,0.000615689,0.089913998,0.001570397,0.11083574,0.001932796,0.206364979,0.003160278,0.256520265,0.003569438,0.275743016,0.003651271,0.570409733,0.636697375,0.714205817,0.698309111,0.148003882,0.013707611,0.236141265,0.48601994,0.51398006,0.070845359,0.070168493,0.069283032,0.08771168,0.098860821,0.12932407,0.114152044,0.128583348,0.106514946,0.064655649,0.042076405,0.017824151,0.115764397,0.146204484,0.211043594,0.255765778,0.02954242,0.101229112,0.086539675,0.549219966,0.36424036,0.33241033,-0.208828745,0.009449832,-0.011740592,-0.047392226,0.01201684,0.046649647,-0.246302724,-0.029464766,0.011603669,0,-0.023703909,0,0,0,0.032870249,0.018287652,-0.997196529,212.9245056,-0.541833945,-0.700470489,6.055582351,-0.536489155,-0.781805832,0.404687665,0.033616522,-0.028983811,-0.023638246,-0.02642309,-0.045775354,-0.052619178,-0.023925987,-0.022312536,-0.122878252,-0.118696642,-0.103340446,-0.105280481,-0.000135601,-0.072788059,0.003045551,0.007993632,0.042753265,0.049247195,0.015592942,0.015532403,0.098428931,0.086335464,0.108542399,0.1144641,0.054146492,0.101619944,0,0,0,0.078453176,-0.819502273,-0.996264626,168.2509196,-0.537504352,-0.703987143,5.721202597,-0.530919219,-0.771627151,0.058709266,0.003161253,-0.017716461,-0.020664687,-0.018640675,-0.004979135,-0.005963329,-0.008706122,-0.0071267,-0.036544096,-0.042608908,-0.006014867,-0.002867217,0.054003549,0.021435166,0.81868973,0.86653829,0.837818718,0.875596669,0.800942426,0.866143271,-1,-1,-1,-1,-1,-1,0,0,0
89905,48177,43-Rural: Remote,-0.011778195,0.004464286,-0.375609756,-0.372093023,37.34375,36.225,38.31875,7120,2.76125,5088,3.285,8794,20837,72596,305999,687452,0,0,0.050775064,0.000863848,0.054326439,0.000959831,0.107693046,0.002015645,0.134760282,0.002831502,0.2051159,0.004415223,0.239621827,0.00494313,0.249892019,0.005087105,0.897959184,0.909090909,0.993103448,0.714797799,0.074115212,0.003938002,0.472206796,0.50280204,0.49719796,0.077245418,0.077952239,0.072802545,0.069874287,0.06043318,0.116171051,0.116221538,0.140758318,0.117483718,0.081486343,0.049931842,0.019639521,0.12247191,0.126966292,0.227247191,0.286235955,0.037359551,0.097050562,0.190357062,0.550716398,0.258926541,0.038169699,0.063758389,0.063758389,-0.392138063,-0.148993289,-0.03596896,0.034614324,-0.102453859,0.382885906,-0.040332455,0,0.023489933,0,0,0,0.109244391,0.06777406,-1,252.0557377,-0.907315493,-0.120655738,7.646885246,-0.584473337,-0.628446086,-0.02295082,0.127364439,0.044886005,-0.085299456,-0.085299456,0.084710744,0.084710744,0.037037037,0,-0.129032258,-0.129032258,-0.055555556,-0.055555556,0.125,0.21875,-0.147058824,-0.147058824,-0.113553114,-0.113553114,0.05,0.05,-0.047619048,-0.047619048,-0.086956522,-0.086956522,0.511111111,-0.111111111,0,0,0,0.093043716,-0.765821918,-1,268.1901639,-0.901406078,-0.465480094,6.358557377,-0.599419399,-0.615584999,-0.123053279,0.559016393,0.002743187,-0.219814241,-0.219814241,-0.038461538,-0.038461538,0.088888889,0.05,-0.170506912,-0.170506912,-0.137681159,-0.137681159,0.7,0.083333333,0.809005154,0.858327629,0.815236081,0.863245685,0.784304621,0.849708701,0,0,0,0,-1,-1,1,1,1
59902,48117,43-Rural: Remote,-0.047433992,-0.038320085,-0.2875,-0.27027027,31.74117647,30.57647059,32.81764706,6365,2.997058824,4843,3.452941176,7077,18546,21004,92041,206778,0,0,0.047773105,0.001348,0.056076782,0.001941119,0.133505877,0.003289119,0.161328588,0.003666559,0.21783673,0.005661598,0.272673353,0.006200798,0.285991588,0.006200798,0.951048951,1,1,0.778185009,0.012492257,0.003148875,0.673084865,0.49824489,0.50175511,0.09503407,0.090594673,0.086310138,0.081715879,0.064164774,0.133336775,0.11810861,0.119399133,0.096531076,0.059570514,0.039025397,0.016208961,0.097407698,0.10479183,0.292537313,0.263786332,0.041633936,0.107148468,0.100607602,0.582308888,0.31708351,-0.110460516,0,-0.046456156,,0.028169014,-0.063631791,0,0.775928297,-0.061236987,0.007165949,0,0.070422535,0,0,0,-0.057121541,-0.053822644,-1,,-1,5.539473684,3.671052632,,,0.130886427,-0.065789474,-0.074840634,0.055555556,0.055555556,0.055555556,0.055555556,0.052631579,0.052631579,0.003921569,0.003921569,0,0,0,0,-0.164086687,-0.164086687,-0.052631579,-0.052631579,0,0,-0.0625,-0.0625,0,0,0,0,0,0,0,-0.04918578,-0.720941176,-1,,-1,,3.802631579,,,1.008373206,-0.122997712,-0.068210989,-0.117647059,-0.117647059,0,0,0.052631579,0.052631579,-0.058823529,-0.058823529,0,0,0,0,0.606322269,0.614169432,0.588879281,0.595428988,0.561280779,0.593293416,1,1,1,-1,0,-1,1,1,1
226906,48451,41-Rural: Fringe,-0.000481401,0.018858744,-0.378759041,-0.387755102,36.22680412,34.66391753,37.72164948,42331,2.486597938,27728,3.033195876,46571,119200,66764,328426,737837,0,0,0.018934564,0.000604027,0.022105705,0.000721477,0.101434564,0.001996644,0.114521812,0.002315436,0.244337248,0.003456376,0.285536913,0.003909396,0.296996644,0.003926174,0.958631663,0.973747017,0.975922953,0.817145086,0.040326971,0.010142982,0.356682755,0.489693715,0.510306285,0.070093628,0.066029177,0.062282262,0.0793838,0.096013572,0.133990782,0.109658514,0.130697489,0.113360067,0.071654086,0.048319785,0.018516838,0.124896648,0.156575559,0.199924405,0.271763011,0.02997803,0.089863221,0.091043783,0.59180606,0.317150158,0.04076013,0.171502385,-0.003730745,-0.062798092,-0.004795368,0.024622662,-0.078461634,0.124642289,0.111565053,-0.0057717,0,0.025437202,0,0,0,-0.003401667,-0.0105064,-0.990296579,48.53984496,-0.992290958,488.0596899,-0.167395888,-0.58398257,-0.972374113,16.06589147,0.03255814,-0.006341242,-0.029038462,-0.029038462,0,0,-0.038836968,-0.038836968,0.02247191,0.02247191,0.001077354,0.001077354,0.067236025,0.04697205,0.019607843,0.019607843,0.009009009,0.009009009,0.017783292,0.017783292,-0.009090909,-0.009090909,0.032096616,0.032096616,-0.112718505,-0.0484383,0.166666667,0.166666667,-0.222222222,0.00162056,0.030045662,-0.989901066,57.03604651,-0.992319719,457.3476744,-0.171388531,-0.573739114,-0.974541686,18.19302326,0.147755544,-0.012076342,-0.01,-0.01,0.009009009,0.009009009,-0.021744325,-0.021744325,0.013176711,0.013176711,0.03320855,0.03320855,-0.053061224,-0.003741497,0.918529308,0.955876835,0.920428087,0.949518608,0.906137271,0.956147254,0,0,0,0,0,0,0,0,0
237904,48473,42-Rural: Distant,-0.037057946,-0.010036182,-0.43335439,-0.40625,34.67894737,33.95789474,35.59473684,14040,2.647894737,10116,3.110526316,15839,55246,983086,4399198,9883165,0,0,0.015494334,0.000271513,0.018191362,0.000307715,0.053180321,0.000651631,0.079444666,0.000959345,0.160029685,0.001737682,0.190945951,0.001954893,0.203254534,0.001972994,0.672424907,0.677547873,0.849385246,0.584515681,0.248559195,0.00495313,0.290151603,0.495197315,0.504802685,0.072676774,0.066774679,0.064830459,0.11197778,0.108621687,0.108390233,0.116143965,0.136419396,0.112417544,0.062053003,0.029626201,0.010068279,0.104202279,0.106766382,0.252207977,0.282407407,0.03019943,0.088532764,0.113580403,0.613233159,0.273186439,0.043736652,-0.114375897,0.036901273,-0.038876618,-0.048674725,0.00036474,0.031663571,-0.152223081,-0.044343468,0.002560369,0,0.080391652,0,0,0,-0.101373036,-0.103834775,-0.985844538,83.72710928,-0.811989477,1.889214639,0.971055287,-0.529791671,-0.851770803,1.086193693,0.056761745,-0.019462029,-0.056441801,-0.046688606,-0.061716253,-0.061909978,-0.084552062,-0.09147922,-0.010329684,-0.011876044,-0.045550763,-0.051861171,-0.10700345,-0.072586488,0.040064453,0.036952144,0.083479596,0.089176595,0.097947052,0.110012404,0.026210387,0.02781635,0.067264403,0.075904667,0.100076068,0.084453503,0,0,0,-0.012667339,-0.805048254,-0.985225426,74.03637014,-0.805051649,1.776891745,0.875114713,-0.529620167,-0.847077337,0.768626862,0.009901264,-0.01695149,-0.018638658,-0.011461706,0.016611296,0.021745696,0.005113364,0.008469335,0.015609958,0.015609958,0.018649696,0.020106991,-0.017635867,0.005736832,0.847754542,0.893880847,0.877618235,0.906981118,0.832846898,0.893162688,-1,-1,-1,-1,-1,-1,0,0,0
49908,48097,42-Rural: Distant,0.012190083,0.035846388,-0.433401639,-0.44,38.30666667,37.03333333,39.58333333,14513,2.623333333,10321,3.135333333,16606,41257,11493,57789,129828,0,0,0.010664857,0.00014543,0.013815837,0.000218145,0.07576896,0.001381584,0.093341736,0.001745158,0.165814286,0.002860121,0.189422401,0.003247934,0.198463291,0.003320649,0.966101695,0.948275862,0.927272727,0.857064807,0.027421495,0.007544814,0.156021542,0.495772303,0.504227697,0.0699066,0.068709837,0.069282202,0.076722949,0.058173114,0.10952988,0.11465515,0.142622993,0.131696022,0.088196269,0.051642948,0.018862034,0.108592297,0.132570799,0.225108523,0.328670847,0.028250534,0.076483153,0.126038781,0.619956642,0.254004577,-0.072100313,0,0.253918495,0,-0.113300493,0.168907072,0,-0.408866995,-0.507389163,0.053080669,0,-0.034482759,0,0,0,0.120841487,-0.179380563,-1,,-1,,0.294642857,,,0.035714286,0.035714286,-0.070274262,0.222222222,0.1,-0.351851852,-0.222222222,0,0,1.291666667,0.666666667,-0.428571429,0,-0.6,-0.4,-0.1,-0.1,0.285714286,0.285714286,0,0,-0.4,-0.4,0,0,4,0.666666667,0,0,0,0.545988258,-0.7482,-1,,-1,,0.147959184,,,-0.387755102,-0.489795918,-0.020923798,0.1,-0.01,-0.166666667,0,0,0,0.375,0,-0.428571429,0,1,0,0.568331757,0.601011514,0.714334473,0.599963077,0.661128237,0.726163777,-1,0,-1,-1,1,1,-1,-1,-1
